"Description","Industry","Org Id","Created At","Specialities","Website","Slug","Country","Size","Enrich Company","Locality","Updated At","Employee Count","Company URL"
"Moodcafe is a mental health based startup by students and alumni of IIM Ahmedabad and IIT Roorkee that aims to bring a new-age empathetic caring approach to mental health and well being by leveraging best practices and emerging research-driven trends of psychology, counselling, therapies, artificial intelligence and innovative reach out strategies 

Vision 
We envision a world where not being Okay is Okay and people connect with each other to heal hearts and mend souls by leveraging empathy, technology and human spirit! 

Mission 
Provide a quality one-stop solution ensuring mental wellbeing of all so that anyone who struggles with lifes challenges can get help, anytime, anywhere.","Wellness and Fitness Services",13585886,"2023-10-02T16:49:53.000Z","Assessments, Counseling, Blogs, Artificial Intelligence, Online Counseling, Listening, Chatbots, Mental health, Self Help, Mental Wellness, Anonymous Chat","moodcafe.in","moodcafe","IN","2-10 employees","Moodcafe","Ahmedabad, GUJARAT","2023-10-02T17:10:52.719Z",3,"https://linkedin.com/company/moodcafe"
"Mool has been established with a simple purpose  to advise the worlds largest cohort of new savers. We want to lead every Indian to a fuller life. #GoodwithMool","Financial Services",77817340,"2023-10-02T16:49:53.000Z","investment advisory, digital financial services, neobanking, automated investments, smart banking","mool.one","moolmantra","IN","11-50 employees","Mool","Gurugram, Haryana","2023-10-02T17:10:52.719Z",28,"http://linkedin.com/company/moolmantra/"
"MOOVO is a technology based booking platform for mini-trucks. Being an online aggregator of mini-trucks, MOOVO is currently simplifying the logistics services in Delhi-NCR. 

Whether an individual wants to move household items or do local shifting, or businesses and SMEs moving inventories to and from their warehouses, or there is a logistic requirement for an ecommerce company, the website and app of MOOVO provides a single stop solution by connecting users to trusted mini-truck drivers. 

MOOVO provides the convenience of booking from mobile app, website and call center to users for their on-demand logistics requirements. Since, it has a large fleet of mini-trucks with exhaustive verification of drivers; it ensures reliable services to customers.","Truck Transportation",9423799,"2023-10-02T16:49:53.000Z","Transportation, Last mile logistics, Fleet aggregator, On demand mini truck","moovo.in","moovo-in","IN","11-50 employees","Moovo.in",,"2023-10-02T17:10:52.719Z",4,"http://www.linkedin.com/company/moovo-in"
"Morphle powers pathology labs, cancer hospitals, and research institutes with AI-enabled robotic plug-and-play whole slide scanners that guarantee superior image quality, quick scanning, and cutting edge image analysis tools at competitive pricing.

Our robotic microscopes  features robust scanning - agnostic of pre-analytic variation, image analysis, tele-reporting, and digital archiving, improve efficiency and save time, effort, and resources at every stage of the workflow.

We are committed to ensuring that the benefits of the latest technology innovations improve the lives of patients, pathologists, researchers, and the medical community the world over.","Medical Devices",13462332,"2023-10-02T16:49:53.000Z","digital pathology and medical devices","morphlelabs.com","morphle","US","51-200 employees","Morphle Labs Inc.","New York, NY","2023-10-02T17:10:52.719Z",55,"https://in.linkedin.com/company/morphle"
"Motadata is an IT monitoring and management software that derives business insights by real-time processing, correlation and intelligent visualization of IT network and security information data. It can collect data from multiple sources, in any format, and analyze it for insights. It unifies traditionally separate IT monitoring data from network devices, server instances, virtual machines, cloud deployments, applications and web servers of NOC and log analytics from SOC in a single powerful platform. Motadata provides higher customer flexibility with plugin driven architecture and widgets driven visualization to meet any custom needs. Its single window dashboard enables both IT admins and CXOs to get insightful IT reports as per their business needs.  Powered by Mindarray Systems Pvt. Limited, Motadata has all that is needed to solve todays complex IT challenges.",,13187469,"2023-10-02T16:49:53.000Z","Network Management, Change Management, Network Security, Help Desk, Log Management, Network Monitoring, SIEM, SLA, IT Automation, Server Monitoring, Application Monitoring, Cloud Monitoring, Database Monitoring, IT asset management, Business Service Management, Web Monitoring, Patch Management, Flow Monitoring, IP Address Management, Network Configuration Management, Network Configuration, Incident management, Enterprise Management Solution, problem management, bandwidth monitoring, Log Management and Analytics, VM Monitoring, network performance monitoring, application performance monitoring, network flow analysis, network trouble shooting, server performance monitoring","motadata.com","motadata","IN","51-200 employees","Motadata","Ahmedabad, Gujarat","2023-10-02T17:10:52.719Z",150,"http://linkedin.com/company/motadata"
"Mowbly (acquired by ASG) helps leading enterprises connect their mobile work force and your enterprise system task flows with a unique and comprehensive cross platform mobile solution. You can check it out at http://www.mowbly.com

Advantages of Mowbly are, Rapid app deployment, Leverages existing IT skills, Enterprise connectivity, Flight mode ready, Task flow capabilities, Cross platform, Offline data support, Out of box device integration, Cloud model.","Software Development",2190690,"2023-10-02T16:49:53.000Z","Cloud Computing, Enterprise Mobile Applications, Cloud based designer, Unique native cross platform mobile application framework","mowbly.com","cloudpact","IN","11-50 employees","Mowbly (acquired by ASG Technologies)","Hyderabad, Andhra Pradesh","2023-10-02T17:10:52.719Z",13,"http://www.linkedin.com/company/cloudpact"
"Todays consumers are expected to navigate an increasingly complicated digital world. Pain points throughout the customer journey cause frustration and hesitation, ultimately leading to abandonment. goMoxie proactively guides users throughout the online journey, creating self-sufficient and self-assured customers, which leads to dramatically improved conversion rates, an increase in up-sells, and faster company growth. Create certainty, empower customers, and get results with goMoxie.","Software Development",1229260,"2023-10-02T16:49:53.000Z","Customer relationship management, Customer service software, Customer engagement software, Digital engagement channels, eCommerce customer experience, Digital eCommerce platform","gomoxie.com","gomoxie","US","51-200 employees","goMoxie","San Bruno, CA","2023-10-02T17:10:52.719Z",38,"https://www.linkedin.com/company/1229260"
"We prepare affordable Indian food and deliver it to customer according to his taste, diet and budget on demand and on subscription basis.

We are procuring inventory, cooking food in our central kitchen,and delivering it to people according to their diet, taste and budget which they can either subscribe and can place single instant orders. Customer can pay via cash or via our prepaid food wallet. Providing a healthy, delicious and affordable service from which people can daily order","Food and Beverage Services",10225934,"2023-10-02T16:49:53.000Z","Home Delivery, Indian Food, Customised Menu, Hygienic Food","mrhot.in","mr.-hot-foods-pvt.-ltd.","IN","51-200 employees","Mr. Hot Foods Pvt. Ltd.","Kota, Rajasthan","2023-10-02T17:10:52.719Z",8,"https://www.linkedin.com/company/mr.-hot-foods-pvt.-ltd./"
"mTatva is a primary healthcare IT company building revolutionary technology products enabling quality healthcare for all. Our solutions focus on making primary healthcare accessible and affordable. While foundation of our solutions is based on empowering patients, we build on four strong pillars i.e. security, quality, ease of use and performance.","IT Services and IT Consulting",3041777,"2023-10-02T16:49:53.000Z","EMR, Healthcare Information Technology, Artificial Intelligence, Medical Informatics, ASR, AGI, Neuro Symbolic AI","mtatva.com","medyug-technology-pvt-ltd","IN","51-200 employees","Medyug Technology Pvt Ltd","Bengaluru, Karnataka","2023-10-02T17:10:52.719Z",9,"http://linkedin.com/company/medyug-technology-pvt-ltd"
"We are an early stage startup based out of New Delhi founded by IIM Bangalore and BITS Pilani alumni. We started Trakr with the vision of creating a product that changes the way people manage, save and grow their money. We are now looking for passionate developers to join us in revolutionizing personal finance for consumers.

Trakr is a free money manager app that helps users make wiser spending decisions. It helps users manage their paperwork, documents, financial accounts, bills, reminders all in ONE place. It works automatically without any manual data entry by:
 Analyzing the SMS sent by banks and billers
 Processing documents that you click/upload

The app is highly secure. It never reads any sensitive data like OTPs. Plus, your data is protected with passwords, encryption and industry level security measures.",,6649484,"2023-10-02T16:49:53.000Z","","mtrakr.in","trakr","IN","2-10 employees","mTrakr",,"2023-10-02T17:10:52.719Z",1,"https://www.linkedin.com/company/trakr/"
"MultiLiving is a tech-enabled platform that offers a complete array of solutions that help you maximize the worth of your Home and enhance the quality of your lifestyle",,31099653,"2023-10-02T16:49:53.000Z","","multiliving.co.in","multilivingofficial","IN","51-200 employees","MultiLiving Technologies Pvt. Ltd.","Mumbai, Maharashtra","2023-10-02T17:10:52.719Z",25,"https://linkedin.com/company/multilivingofficial/about"
"munshiG (meaning, a secretary) envisions to be Personal financial manager for everyone, especially the underserved LMI (Low and Middle Income) section of India. To catalyze the transition of LMI section towards digital financial services we find KIRANA (unorganized retail grocery stores) as the ideal contact point. Kiranas, the arteries of Indian retail, provide a portal for direct reach to last mile financial services due to the implicit TRUST and the high frequency of transaction. The conversational assistant, which works in vernacular languages makes the migration to digital finance, smoother. Currently, munshiG is working to support daily Kirana transactions as the retailers personal assistant through an android application.

Eventually, munshiG will help improve your experience and making bookkeeping so convenient that munshiG will be everyones friend, an Amigo.

Get SUP munshiG - https://munshig.page.link/hi8E","Information Technology and Services",18553208,"2023-10-02T16:49:53.000Z","","munshig.in","munshig","IN","2-10 employees","munshiG","Udaipur, Rajasthan","2023-10-02T17:10:52.719Z",3,"https://linkedin.com/company/munshig"
"muvin aims to enable youth to get accustomed to banking from an early age. The muvin way of banking brings together different financial products through an intuitive, easy-to-use, friction-free, gamified and education-powered experience.","Financial Services",69671351,"2023-10-02T16:49:53.000Z","","muvin.in","muvincard","IN","11-50 employees","muvin","Bengaluru, Karnataka","2023-10-02T17:10:52.719Z",26,"https://linkedin.com/company/agelessbanking"
"mVentus is led by highly qualified Management & Technical team with global experience in telecom and software areas. With core focus on Application Development and Maintenance, and Managed services, it always strives to provide the best industry solutions to its clients. Building upon the excellent success in providing development, deployment and managed services to Vodafone/Airtel/Telia-Sonera/Hutch/Ooredoo, mVentus has extended similar services to other operators in the world. Few of mventus unique strengths are
 
* Pan-India commercially launched Self Care mobility platform in 10+ countries.
* Patent Pending Call Deflection at IVR and invoking the mobile app remotely.
* Multi Language support
* Reliable systems - Zero down time in last 3 years","Telecommunications",2862787,"2023-10-02T16:49:53.000Z","Digitizing Enterprise Mobile and Call Deflection","mventus.com","mventus","IN","51-200 employees","mventus","Gurgaon, Haryana","2023-10-02T17:10:52.719Z",6,"https://linkedin.com/company/mventus/about"
"Mvg Innovations: A Next-generation Digital, Consulting, and Technology company. We leverage the potential of AI, Big Data, Business Analytics, Cloud Solutions, IoT, etc to solve our clients' business problems. 

Also, we provide Digital Transformation, Digital Marketing, and Professional Training Services to enable firms to adapt to the rapidly changing world.

The company got recognized as a Startup by the DPIIT, Ministry of Commerce & Industry, Govt of India. It was awarded the Top Placer in Information Technology by GoGlobal Awards 2021 by International Trade Council. Also, it was awarded as one of the ""Top Global Business of the Year 2022 in the IT Consulting Category"" by Great Companies.",,35950313,"2023-10-02T16:49:53.000Z","Cloud Services, Application Development, Consulting, Engineering Services, Product Development, BigData, IT Solutions and Services, Products and Platforms, Digital Marketing Consulting Services, Business Application Services, Analytics and Information Management","mvg-innovations.com","mvg-innovations","IN","2-10 employees","Mvg Innovations","Hyderabad, Telangana","2023-10-02T17:10:52.719Z",14,"http://linkedin.com/company/mvg-innovations/"
"MyAdvo's mission is to Make Legal Simple for everyone. MyAdvo aims to disentangle the complexities of legal machinery by creating an efficient and transparent system. With participation of legal professionals from all-over the country, MyAdvo wishes to create a consolidated platform which provides accessibility, sharing of knowledge and cost-effectiveness.

MyAdvo is a legal-tech company that connects clients to lawyers. With a lawyer network of over 7500 across 300+ cities and 5 countries, MyAdvo curates the data of best in the industry through rigorous background checks on each lawyer on-boarded. Dedicated case managers provide customer service via regular case updates. Visitors get access to well-curated legal content contributed by top lawyers, journalists, and law-enthusiasts. Following a structure of fixed-fee based price transparency, MyAdvo helps clients understand their legal situation and make better and more informed legal choices.

Checkout our blogs at https://www.myadvo.in/blog/ and Feel Free to Request a Callback at https://www.myadvo.in/advoconsult",,10344597,"2023-10-02T16:49:53.000Z","Lawyers, Recommendations, Law, Customer Experience, legal, Advisory, Consultation, Legal advices, Legal query, legal field","myadvo.in","myadvo","IN","51-200 employees","MyAdvo.in","Gurgaon, Haryana","2023-10-02T17:10:52.719Z",39,"https://www.linkedin.com/company/myadvo?trk=top_nav_home"
"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Information Technology and Services",14560332,"2023-10-02T16:49:53.000Z","Media, health, Wellness, entertainment, national security, Artificial Intelligence, machine learning, Deep learning, deep tech, unstructured data, edge computing","myelinfoundry.com","myelinfoundry","IN","11-50 employees","Myelin Foundry","Bangalore, Karnataka","2023-10-02T17:10:52.719Z",49,"https://linkedin.com/company/myelinfoundry/about"
"Looking for the perfect workspace for your business? Your search ends with myHQ!

We are on a mission to help businesses find their next great workspace. Our endeavors to do better as industry leaders are now stronger than ever as we are powered by ANAROCK, Indias leading real estate services company. Weve established ourselves as Indias leading marketplace for flexible workspace solutions with a wide range of offerings. These include coworking spaces, fully managed offices, virtual office registration, and meeting rooms by the hour, catering to every business's unique needs.

Why Choose myHQ?
Whether you are a freelancer, an early-stage startup, or an enterprise, we make your workspace hunt hassle-free, with,
- Zero Brokerage 
- Complete transparency 
- Dedicated workspace expert 

That's why we're now a trusted workspace partner for 1,000+ brands like Aaj Tak, Jio Saavn, Airmeet, Aditya Birla Finance, and Flipkart across India. With 1500+ workspaces, including premium spaces like WeWork, COWRKS, BHIVE, and Indiqube, we offer a variety of options for you to choose from.

Don't let your workspace needs hold your business back - Book a FREE guided space tour today!

For content and insights on entrepreneurship, freelancing and digital marketing, check out our official blog: digest.myhq.in",,13216995,"2023-10-02T16:49:53.000Z","Community, Office Space, Coworking, Business center, Workspaces, Work space, Meetings Space, Work Cafes, Access to coworking","myhq.in","myhqspace","IN","11-50 employees","myHQ by ANAROCK","Gurgaon, Haryana","2023-10-02T17:10:52.719Z",84,"https://linkedin.com/company/myhqspace/about"
"MYNEWCAR.in is India's first multi-brand online marketplace to buy, lease or subscribe new cars. Car buying is an emotional journey that should be accompanied by joy and happiness. Our mission is to simplify the car buying process to a joyful experience.

Kharidiye Easily! Bachaiye Simply!","Retail Motor Vehicles",9246249,"2023-10-02T16:49:53.000Z","Online Booking, Car Finance, Car Leasing, Test Drive, Online Showroom, New Car Finance, Authorized Dealer & OEM Partnerships, New Car Insurance, New Car Offers, Car Exchange, Contactless Car Buying","mynewcar.in","mynewcar-india","IN","11-50 employees","MYNEWCAR India","Bangalore, Karnataka","2023-10-02T17:10:52.719Z",23,"http://linkedin.com/company/mynewcar-india"
"MyMobiForce is an organized full-stack service marketplace where enterprises and OEMs digitally connect, monitor and empower gig workforce to complete their last mile technical services.","Internet Marketplace Platforms",18260129,"2023-10-02T16:49:53.000Z","Telecommunications, Maintenance, Crowdsourcing, Installation, Services, Repair, White Goods, Field service management, Service technicians, Infrastraucture management system, Skilled workforce","bit.ly","mymobiforce","IN","51-200 employees","MyMobiForce","Noida, UP","2023-10-02T17:10:52.719Z",128,"https://linkedin.com/company/mymobiforce"
"Myrefers is  a unique referral based marketplace for jobs game changing hiring for some of the biggest tech and product companies in India.  Just like any other marketplace, at myrefers companies act as buyers looking at hiring people. Our referral network made up of individuals referring friends, hr consultants using their databases to refer profiles and freelancers using their connections to refer candidates form the seller network . We enable all this by social big data led algorithms which help curation at all levels, there by delivering only a highly ranked set of profiles to organisations. Using this unique people curation model, powered by social big data intelligence, we are already game change recruiting  and have 35+ clients are already using the platform .","Technology, Information and Internet",3245947,"2023-10-02T16:49:53.000Z","Recruitment, HR, Internet Product","myrefers.com","myrefers","IN","11-50 employees","MyRefers",,"2023-10-02T17:10:52.719Z",18,"http://linkedin.com/company/myrefers"
"An AI & Blockchains Solutions Company that provides cutting edge solutions to Industrial Challenges. We cater solutions to businesses that envision to evolve out of Data Challenges towards reality. From Statistical analysis to Machine Learning and predictive modelling with Artificial Neural Networks, we design & develop custom Softwares. With Industrial Experience & High Professionalism, Myraa Technologies is a one stop shop to Industrious Architectural Designs to Seamless Scalable Applications.

7 Years of Excellence in +9 Countries, +11 Industries for AI & Blockchain Solutions. 
+500 Research Contributions across Industries such as Finance, Supply Chain, Maritime, Industrial Engineering, etc. 

We are committed to making Technology that helps enhanced Quality of Lives.   Thereby our Social Initiative at Usha Renal Care Foundation envisions to build an Open Source Community for Healthcare.","Software Development",13180812,"2023-10-02T16:49:53.000Z","B2C, Healthcare, Corporate Trainings, Industrial Engineering, Real Time Analytics, B2B, Computer Vision, Artificial Intelligence, Software Architecture, Deep Learning, Blockchains, Pattern Recognition, Web3","myraatechnologies.com","myraa-technologies","SG","11-50 employees","Myraa Technologies","Singapore","2023-10-02T17:10:52.719Z",19,"https://linkedin.com/company/myraa-technologies/about"
"Full Stack Digital health clinic for Bharat.

Positively impacting 125M patients/month by enabling access to right information, consultation, & our medicines.",,13273076,"2023-10-02T16:49:53.000Z","healthcare, healthtech, teleconsultation","myupchar.com","myupchar.com","IN","201-500 employees","myUpchar.com","Delhi, Delhi","2023-10-02T17:10:52.719Z",87,"https://linkedin.com/company/myupchar.com"
"Nanoheal by HFN Inc., is a patented predictive and cognitive workplace automation software for technology support providers, Managed Service Providers, large OEMs, and SMB IT helpdesk providers. Nanoheals Software as a Service (SaaS) technology platform, using built-in intelligence, automates the resolution of technology support issues for all kinds of smart devices including Laptops, Desktops Mobile Devices and IoT devices, and reduces the volume of issues that require support from a helpdesk provider thus, enabling them to provide next generation support services powered by intelligent automation and real-time analytics.

We help companies connect with their businesses and consumers in a whole new way. Recognized be leading global analysts, we are blazing new trails in the space of automation every day while focusing on our mission to transform the way people live and work with technology. Headquartered in Utah, USA and with offices in Bangalore, we are a team of 50 in India and 80 in the US, and are pacing towards exponential growth.

Nanoheal was recognized by Parks Associates as the Future of automated tech support and predictive intelligent automation and named a Cool Vendor by Gartner.","Software Development",549508,"2023-10-02T16:49:53.000Z","Saas, Technical support, IT Automation, Technology Support, System Management Software, IT Support Automation, Managed Services Software, PC Healthcare, Remote IT Infrastructure Automation, OEMs and SMB IT helpdesk providers, Predictive Healing Software, Reduction of call and issues reported to support, Remote IT Management system, Resolving Issues with smart devices, Support help desk provider, predictive device management software","nanoheal.com","nanoheal","US","51-200 employees","Nanoheal","Orem, Utah","2023-10-02T17:10:52.719Z",76,"https://linkedin.com/company/nanoheal"
"Nanonets enables self-service artificial intelligence by simplifying adoption. Easily build machine learning models with minimal training data or knowledge of machine learning. 

At Nanonets, we serve up the most accurate models. Always.","Software Development",13236595,"2023-10-02T16:49:53.000Z","","nanonets.com","nanonets","US","11-50 employees","Nanonets","San Francisco, California","2023-10-02T17:10:52.719Z",100,"http://www.linkedin.com/company/nanonets"
"An IIT Bombay based Product R&D start-up developing products around MEMS and Nanotechnology for Security & Surveillance, Hazard Detection, POC Medical Diagnosis and applied research areas. 

VISION & MISSION:
NanoSniff's focus is to develop products around MEMS and NEMS devices, including fabrication of Micro-Sensors, Micro-Actuators and Smart Electronics through Innovative Product Design.

HISTORY:
NanoSniff Technologies is a start-up incubated at SINE, IIT Bombay's Business Incubator,  and was founded by Prof. Ramgopal Rao and Prof. Soumyo Mukherji, in 2011. It was formed as a commercial spin-off from the Center of Excellence in Nanoelectronics (CEN) at IIT Bombay, and was formed to productize various technologies developed as a part of research work conducted at CEN.

VERTICALS:
To develop MEMS and Nanotechnology based products for applications in,
Security and Surveillance
Hazard Detection
Point of Care Medical Diagnosis
Education in Nanotechnology and MEMS Experimentation
Applied research areas.","Nanotechnology Research",3818289,"2023-10-02T16:49:53.000Z","Product Design, Testing and Validation, Embedded Systems: Software and Hardware co-design, Micro Sensor Design and Fabrication, Surface Chemistry and Coatings","nanosniff.com","nanosniff-technologies-pvt-ltd-","IN","11-50 employees","NanoSniff Technologies Private Limited","Mumbai, Maharashtra","2023-10-02T17:10:52.719Z",18,"http://linkedin.com/company/nanosniff-technologies-pvt-ltd-"
"Native5 provides libraries and tool to build, integrate, deploy and manage mobile, tablet and desktop applications for iOS, Android and Windows using HTML, CSS and Javascript. 

Developers can leverage Native5's open source framework to tailor applications to suit form factors, device capabilities and operating systems. 

Native5 DevOps tools simplifies deployment, distribution and management of applications. Enterprises can monitor applications and data services and get real time analytics customized to their business requirements. 

Native5 is currently part of Microsoft Ventures Accelerator Batch 3 and was 2012 QPrize (Qualcomm Ventures) finalist.  

To learn more, please visit www.native5.com","IT Services and IT Consulting",2398579,"2023-10-02T16:49:53.000Z","enterprise mobility, DevOps, mobile web, mobile platform, application development framework, mobile applications development platform, mobile cloud stack","native5.com","native5","IN","11-50 employees","Native5",,"2023-10-02T17:10:52.719Z",,"http://linkedin.com/company/native5"
"Natural Remedies is the leading herbal healthcare company in India. We manufacture and market top quality herbal veterinary and human healthcare products. Our healthcare products are GMP and Kosher certified.

In 25 years of its existence, Natural Remedies has successfully carved its own niche in the Indian market as the No.1 Herbal Veterinary Healthcare Company.

Striving to be the best version of ourselves is at the heart of our team vision and each milestone accomplished inspires us to broaden our horizons and aim higher each time.

New spring blooms

Our brand identity is an expression of 'Creating Happiness by Winning Together'. It brings alive our spirit of collaboration for a happier and better world. It brings together positivity, hope and the willingness to do more in order to create a harmonious balance between nature and science. This identity reflects our brand's innovativeness and warmth and its simplicity works to create a universal appeal.

The mission to 'Create Happiness' in all aspects inspires us to constantly improve our capabilities and solutions. Because for us, happiness for all is the ultimate destination for the success of our business and brand.","Pharmaceutical Manufacturing",1226956,"2023-10-02T16:49:53.000Z","Analytical Services, Animal Health Care Products, Branded human health care products, Clinically Proven Herbs, Contractual Research, Phytocompounds, Standardized Herbal extracts","naturalremedy.com","natural-remedies-private-limited","IN","501-1,000 employees","Natural Remedies Private Limited","Bangalore, Karnataka","2023-10-02T17:10:52.719Z",822,"https://www.linkedin.com/company/natural-remedies-private-limited/"
"Nautilus Hearing, a new kind of hearing care company that is using best technologies to make Hearing Care Simple, Accessible and Reliable",,14536227,"2023-10-02T16:49:53.000Z","Medical Devices, Hearing Testing device, Boothless Audiometry","nautilushearing.com","nautilus-hearing-solutions","IN","2-10 employees","Nautilus Hearing Solutions","Hubballi,  Karnataka","2023-10-02T17:10:52.988Z",3,"https://linkedin.com/company/nautilus-hearing-solutions"
"Navalt stands for progressive, sustainable solutions for locomotion on water and to power up the future. We specialize in solar-powered boats, and hybrid vessels, and we have a platform for vessel performance analytics called Oceanix. Our vision is to preserve the nuances of nature with our technology. We look forward to seeing cleaner and quieter waters in the years to come. We are proud to say that we are the makers of India's first solar-ferry.",,11141732,"2023-10-02T16:49:53.000Z","Electric Propulsion, Electric Boat, Solar Yachts, Electric Steering, Hybrid Boats, Energy Box, Solar Ferry Boat, Solar Electric RORO, Solar Fishing Boats","navalt.in","navalt","IN","51-200 employees","Navalt","Kochi, Kerala","2023-10-02T17:10:52.988Z",104,"https://linkedin.com/company/navalt"
"NAYAN is a visual intelligence built on Computer Vision and Machine Learning, aimed to index the real-world. NAYAN computes and registers visual analytics to provide actionable insights for users to take better decisions.

Our product has offerings in B2B, B2G and B2C domains. Clients use NAYAN for use-cases like Road Safety, Public Space monitoring, Infrastructure monitoring, Smart Cities, Traffic Violations, and quality assurance on Fleet Operations. End-users can leverage NAYAN search by using our app to search for any event, anywhere.","Internet Publishing",14620580,"2023-10-02T16:49:53.000Z","Robotics, On-Demand, Road Safety, Artificial Intelligence, Smart Cities, E-mobility, Traffic Monitoring, Next Gen Technologies, Crowdsourced, Smart Roads","nayan.co","nayancam","IN","11-50 employees","NAYAN","New Delhi, South Extension II","2023-10-02T17:10:52.988Z",286,"https://linkedin.com/company/nayancam"
"nCore is a mobile games and interactive entertainment company, based out of Bangalore, India. We create and publish category-defining mobile games for the Indian market.

We primarily develop multi-player games with immersive storylines that have a strong connect with Indian ethos. We also bring to India and publish games from top global studios for the Indian market.

nCores founding team comprises of highly seasoned gaming industry professionals with 60+ years of cumulative experience and 7 to10 years of overlapping experience working in same companies. The team has diverse experience in the industry ranging from building a multi-million dollar games company to managing large global game studios.",,14391646,"2023-10-02T16:49:53.000Z","","ncoregames.com","ncore-games","IN","11-50 employees","nCORE Games","Bengaluru, Karnataka","2023-10-02T17:10:52.988Z",33,"https://linkedin.com/company/ncore-games"
"At NCompass, we are more than just a software development company; we are your strategic partner in achieving remarkable digital transformations. Our mission is simple yet profound: to provide unmatched solutions that deliver a better return on investment, taking your dollar further than you ever imagined.

We don't just deliver products; we deliver solutions that set new industry standards.

At the heart of our company is our vibrant work culture that thrives on diversity, innovation, and individual empowerment. We handpick every talented individual, assembling a team that collectively contributes to the company's growth and development. Each team member brings unique skills and perspectives, fostering an environment where brilliance meets inspiration.

Contact: tango@ncompass.inc","Software Development",71615425,"2023-10-02T16:49:53.000Z","Technology Consulting, Big Data, Web Application Development, Mobile Application Development, Product Development, Cloud Migration, IoT, DevOps, Bespoke Software Development, Full Stack, Cyber Risk, Application Support & Maintenance, FinOps, UX - UI Design, MLOps, HyperLedger","ncompass.inc","ncompass-techstudio","IN","51-200 employees","NCompass TechStudio","India","2023-10-02T17:10:52.988Z",61,"http://www.linkedin.com/company/ncompass-techstudio"
"Search, discover and share information from your preferred apps, websites, and formats in one workspace to collaborate, without organizing or missing out on anything. 


Needl is a platform that helps users save a significant amount of time each day by simplifying the process of researching new ideas, companies, and sectors, and keeping up-to-date with business-critical information.

It eliminates the barriers of information silos between teams by providing a unified view of data streams and enabling seamless collaboration. Needl combines and auto-organizes content and updates from your preferred news websites, blogs, emails, Twitter, apps like Slack, Teams, WhatsApp, Telegram, Stock Exchange websites, Cloud drives and more. 

With Needl, users can automate tedious tasks such as collecting and organizing information, allowing them to focus on more valuable activities like analyzing and discussing ideas with their teams to generate successful outcomes.",,31213876,"2023-10-02T16:49:53.000Z","information management and productivity","needl.ai","needl-ai","IN","11-50 employees","Needl.ai","Bengaluru, Karnataka","2023-10-02T17:10:52.988Z",39,"https://www.linkedin.com/company/needl-ai/"
"NeenOpal is a next-gen consulting firm with a specialized focus on Data Science & Business Intelligence. Based out of Bengaluru, India with offices in New York and Fredericton, we carry a unique advantage to be a growth partner for our clients across the globe and customize our solutions to uniquely fit our client requirements. NeenOpal is a go-to strategy for business ranging from budding startups to vertically integrated large organizations. 
  
We provide services across the whole value chain of an organization - Digital Strategy, Sales & Marketing, Supply Chain & Logistics as well as Finance. We partner with our clients in their growth journey by providing a one stop solution to uniquely fit our clients' ongoing needs. 

Discover how NeenOpal can help you achieve operational efficiency using Data Science and transform your business into a thriving Data-Driven Organization.

Visit www.neenopal.com/careers.html to see open roles and learn more about growing your career at NeenOpal.

NeenOpal has offices in: 

U.S.: New York City
Canada: Fredericton, New Brunswick
India: Bangalore",,10408206,"2023-10-02T16:49:53.000Z","Brand Marketing, Digital Marketing, Data Warehousing, Business Intelligence, Salesforce, Data Science, Product Development, Predictive Analytics, Artificial Intelligence, Robotic Process Automation, Machine Learning, Strategy Consulting","neenopal.com","neenopal","US","51-200 employees","NeenOpal Inc.","Newark, New Jersey","2023-10-02T17:10:52.988Z",101,"https://www.linkedin.com/company/neenopal"
"Founded in 2014, Neewee has emerged as a trusted name for innovative data-driven industrial AI over the past decade. Our mission is to make production efficiency easily achievable by operationalizing AI /ML technology. We are proud to have built long-standing customer relationships with large and mid-sized manufacturing companies in different sectors such as Automotive, Aerospace, Electronic and Electrical, Steel, Chemical industries, Pharmaceuticals, Agrochemicals, etc.   

Bodhee Production Scheduler (BPS), our proprietary offering, is deployed to optimize production planning with AI flexibility and advanced analytics, bringing fast ROI for manufacturers",,9242606,"2023-10-02T16:49:53.000Z","Industrial automation, Artificial Intelligence, Supply Chain Analytics, Machine Learning, Industry 4.0, digital transformation, Manufacturing Technology, Industrial IoT, IIOT, Manufacturing Analytics, Data Experts, Data Sciences & Advanced Analytics, IoT Data Analytics, Industry 4.0 Analytics, Shop Floor Technology","neewee.ai","neewee-analytics","IN","51-200 employees","Neewee","Bangalore, Karnataka","2023-10-02T17:10:52.988Z",85,"http://linkedin.com/company/neewee-analytics"
